1	Q0	1542	1	43,10837	G14R4
32	Q0	283	115	11,03367	G14R4
32	Q0	328	116	11,03367	G14R4
32	Q0	350	117	11,03367	G14R4
32	Q0	351	118	11,03367	G14R4
32	Q0	366	119	11,03367	G14R4
32	Q0	373	120	11,03367	G14R4
32	Q0	423	121	11,03367	G14R4
32	Q0	437	122	11,03367	G14R4
32	Q0	448	123	11,03367	G14R4
32	Q0	449	124	11,03367	G14R4
32	Q0	475	125	11,03367	G14R4
32	Q0	486	126	11,03367	G14R4
32	Q0	508	127	11,03367	G14R4
32	Q0	509	128	11,03367	G14R4
32	Q0	516	129	11,03367	G14R4
32	Q0	545	130	11,03367	G14R4
32	Q0	566	131	11,03367	G14R4
32	Q0	586	132	11,03367	G14R4
32	Q0	646	133	11,03367	G14R4
32	Q0	692	134	11,03367	G14R4
32	Q0	750	135	11,03367	G14R4
32	Q0	764	136	11,03367	G14R4
32	Q0	773	137	11,03367	G14R4
32	Q0	787	138	11,03367	G14R4
32	Q0	806	139	11,03367	G14R4
32	Q0	845	140	11,03367	G14R4
32	Q0	878	141	11,03367	G14R4
32	Q0	908	142	11,03367	G14R4
32	Q0	932	143	11,03367	G14R4
32	Q0	937	144	11,03367	G14R4
32	Q0	1037	145	11,03367	G14R4
32	Q0	1060	146	11,03367	G14R4
32	Q0	1061	147	11,03367	G14R4
32	Q0	1096	148	11,03367	G14R4
32	Q0	1124	149	11,03367	G14R4
32	Q0	1127	150	11,03367	G14R4
32	Q0	1283	151	11,03367	G14R4
32	Q0	1405	152	11,03367	G14R4
32	Q0	1493	153	11,03367	G14R4
32	Q0	1529	154	11,03367	G14R4
32	Q0	1618	155	11,03367	G14R4
32	Q0	2284	156	11,03367	G14R4
32	Q0	2335	157	11,03367	G14R4
32	Q0	2419	158	11,03367	G14R4
32	Q0	2442	159	11,03367	G14R4
32	Q0	2199	160	11,0303	G14R4
32	Q0	2506	161	11,0303	G14R4
32	Q0	2557	162	11,0303	G14R4
32	Q0	3085	163	11,0303	G14R4
32	Q0	1501	164	11,02909	G14R4
32	Q0	1864	165	11,02909	G14R4
32	Q0	1914	166	11,02909	G14R4
32	Q0	2099	167	11,02909	G14R4
32	Q0	2253	168	11,02909	G14R4
32	Q0	2365	169	11,02909	G14R4
32	Q0	2405	170	11,02909	G14R4
32	Q0	2780	171	11,02909	G14R4
32	Q0	1444	172	11,02797	G14R4
32	Q0	1821	173	11,02797	G14R4
32	Q0	1954	174	11,02797	G14R4
32	Q0	2039	175	11,02797	G14R4
32	Q0	2043	176	11,02797	G14R4
32	Q0	2055	177	11,02797	G14R4
32	Q0	2058	178	11,02797	G14R4
32	Q0	2213	179	11,02797	G14R4
32	Q0	2234	180	11,02797	G14R4
32	Q0	2392	181	11,02797	G14R4
32	Q0	2416	182	11,02797	G14R4
32	Q0	2758	183	11,02797	G14R4
32	Q0	1924	184	11,02597	G14R4
32	Q0	1887	185	11,02479	G14R4
32	Q0	1775	186	11,02372	G14R4
32	Q0	1882	187	11,02372	G14R4
32	Q0	1998	188	11,02372	G14R4
32	Q0	2905	189	11,0125	G14R4
32	Q0	39	190	11,01226	G14R4
32	Q0	94	191	11,01226	G14R4
32	Q0	492	192	11,01226	G14R4
32	Q0	755	193	11,01226	G14R4
32	Q0	852	194	11,01226	G14R4
32	Q0	895	195	11,01226	G14R4
32	Q0	1002	196	11,01226	G14R4
32	Q0	1003	197	11,01226	G14R4
32	Q0	1025	198	11,01226	G14R4
32	Q0	1278	199	11,01226	G14R4
32	Q0	1363	200	11,01226	G14R4
32	Q0	1438	201	11,01226	G14R4
32	Q0	1443	202	11,01226	G14R4
32	Q0	1473	203	11,01226	G14R4
32	Q0	1497	204	11,01226	G14R4
32	Q0	1601	205	11,01226	G14R4
32	Q0	1619	206	11,01226	G14R4
32	Q0	1633	207	11,01226	G14R4
32	Q0	1643	208	11,01226	G14R4
32	Q0	1719	209	11,01226	G14R4
32	Q0	1722	210	11,01226	G14R4
32	Q0	1805	211	11,01226	G14R4
32	Q0	1848	212	11,01226	G14R4
32	Q0	1899	213	11,01226	G14R4
32	Q0	2075	214	11,01226	G14R4
32	Q0	2128	215	11,01226	G14R4
32	Q0	2158	216	11,01226	G14R4
32	Q0	2346	217	11,01226	G14R4
32	Q0	2457	218	11,01226	G14R4
32	Q0	2700	219	11,01226	G14R4
32	Q0	2770	220	11,01226	G14R4
32	Q0	3021	221	11,01226	G14R4
32	Q0	3096	222	11,01226	G14R4
32	Q0	3126	223	11,01226	G14R4
32	Q0	1441	224	11,01208	G14R4
32	Q0	1620	225	11,01208	G14R4
32	Q0	1650	226	11,01208	G14R4
32	Q0	2000	227	11,01208	G14R4
32	Q0	16	228	11,01181	G14R4
32	Q0	26	229	11,01181	G14R4
32	Q0	28	230	11,01181	G14R4
32	Q0	35	231	11,01181	G14R4
32	Q0	42	232	11,01181	G14R4
32	Q0	52	233	11,01181	G14R4
32	Q0	87	234	11,01181	G14R4
32	Q0	88	235	11,01181	G14R4
32	Q0	102	236	11,01181	G14R4
32	Q0	105	237	11,01181	G14R4
32	Q0	117	238	11,01181	G14R4
32	Q0	177	239	11,01181	G14R4
32	Q0	184	240	11,01181	G14R4
32	Q0	220	241	11,01181	G14R4
32	Q0	226	242	11,01181	G14R4
32	Q0	266	243	11,01181	G14R4
32	Q0	286	244	11,01181	G14R4
32	Q0	313	245	11,01181	G14R4
32	Q0	314	246	11,01181	G14R4
32	Q0	330	247	11,01181	G14R4
32	Q0	336	248	11,01181	G14R4
32	Q0	388	249	11,01181	G14R4
32	Q0	416	250	11,01181	G14R4
32	Q0	472	251	11,01181	G14R4
32	Q0	490	252	11,01181	G14R4
32	Q0	493	253	11,01181	G14R4
32	Q0	530	254	11,01181	G14R4
32	Q0	531	255	11,01181	G14R4
32	Q0	535	256	11,01181	G14R4
32	Q0	552	257	11,01181	G14R4
32	Q0	606	258	11,01181	G14R4
32	Q0	626	259	11,01181	G14R4
32	Q0	674	260	11,01181	G14R4
32	Q0	697	261	11,01181	G14R4
32	Q0	780	262	11,01181	G14R4
32	Q0	788	263	11,01181	G14R4
32	Q0	868	264	11,01181	G14R4
32	Q0	911	265	11,01181	G14R4
32	Q0	934	266	11,01181	G14R4
32	Q0	957	267	11,01181	G14R4
32	Q0	989	268	11,01181	G14R4
32	Q0	1021	269	11,01181	G14R4
32	Q0	1027	270	11,01181	G14R4
32	Q0	1028	271	11,01181	G14R4
32	Q0	1031	272	11,01181	G14R4
32	Q0	1069	273	11,01181	G14R4
32	Q0	1242	274	11,01181	G14R4
32	Q0	1255	275	11,01181	G14R4
32	Q0	1293	276	11,01181	G14R4
32	Q0	1376	277	11,01181	G14R4
32	Q0	1437	278	11,01181	G14R4
32	Q0	1453	279	11,01181	G14R4
32	Q0	1511	280	11,01181	G14R4
32	Q0	1561	281	11,01181	G14R4
32	Q0	1744	282	11,01181	G14R4
32	Q0	1790	283	11,01181	G14R4
32	Q0	1966	284	11,01181	G14R4
32	Q0	1992	285	11,01181	G14R4
32	Q0	2086	286	11,01181	G14R4
32	Q0	2250	287	11,01181	G14R4
32	Q0	2280	288	11,01181	G14R4
32	Q0	2282	289	11,01181	G14R4
32	Q0	2459	290	11,01181	G14R4
32	Q0	2464	291	11,01181	G14R4
32	Q0	2600	292	11,01181	G14R4
32	Q0	2611	293	11,01181	G14R4
32	Q0	2616	294	11,01181	G14R4
32	Q0	2641	295	11,01181	G14R4
32	Q0	2666	296	11,01181	G14R4
32	Q0	2686	297	11,01181	G14R4
32	Q0	2773	298	11,01181	G14R4
32	Q0	2789	299	11,01181	G14R4
32	Q0	2901	300	11,01181	G14R4
32	Q0	3013	301	11,01181	G14R4
32	Q0	1292	302	11,01155	G14R4
32	Q0	1517	303	11,01155	G14R4
32	Q0	1888	304	11,01155	G14R4
32	Q0	2248	305	11,01155	G14R4
32	Q0	2273	306	11,01155	G14R4
32	Q0	2359	307	11,01155	G14R4
32	Q0	2408	308	11,01155	G14R4
32	Q0	2567	309	11,01155	G14R4
32	Q0	2580	310	11,01155	G14R4
32	Q0	1806	311	11,01119	G14R4
32	Q0	332	312	11,01107	G14R4
32	Q0	1049	313	11,01107	G14R4
32	Q0	1110	314	11,01107	G14R4
32	Q0	1635	315	11,01107	G14R4
32	Q0	1958	316	11,01107	G14R4
32	Q0	2252	317	11,01107	G14R4
32	Q0	2261	318	11,01107	G14R4
32	Q0	2696	319	11,01107	G14R4
32	Q0	3167	320	11,01107	G14R4
32	Q0	106	321	11,01063	G14R4
32	Q0	335	322	11,01063	G14R4
32	Q0	380	323	11,01063	G14R4
32	Q0	950	324	11,01063	G14R4
32	Q0	1026	325	11,01063	G14R4
32	Q0	1206	326	11,01063	G14R4
32	Q0	1230	327	11,01063	G14R4
32	Q0	1403	328	11,01063	G14R4
32	Q0	1632	329	11,01063	G14R4
32	Q0	1825	330	11,01063	G14R4
32	Q0	1932	331	11,01063	G14R4
32	Q0	2107	332	11,01063	G14R4
32	Q0	2136	333	11,01063	G14R4
32	Q0	2141	334	11,01063	G14R4
32	Q0	2153	335	11,01063	G14R4
32	Q0	2276	336	11,01063	G14R4
32	Q0	2338	337	11,01063	G14R4
32	Q0	2596	338	11,01063	G14R4
32	Q0	2781	339	11,01063	G14R4
32	Q0	3015	340	11,01063	G14R4
32	Q0	2437	341	11,01012	G14R4
32	Q0	2093	342	10,388889	G14R4
32	Q0	2001	343	10,269231	G14R4
32	Q0	2275	344	10,269231	G14R4
32	Q0	70	345	10,03367	G14R4
32	Q0	224	346	10,03367	G14R4
32	Q0	397	347	10,03367	G14R4
32	Q0	699	348	10,03367	G14R4
32	Q0	893	349	10,03367	G14R4
32	Q0	1200	350	10,03367	G14R4
32	Q0	1309	351	10,03367	G14R4
32	Q0	1368	352	10,03367	G14R4
32	Q0	1394	353	10,03367	G14R4
32	Q0	1709	354	10,03367	G14R4
32	Q0	1787	355	10,03367	G14R4
32	Q0	1881	356	10,03367	G14R4
32	Q0	2064	357	10,03367	G14R4
32	Q0	2194	358	10,03367	G14R4
32	Q0	2362	359	10,03367	G14R4
32	Q0	2674	360	10,03367	G14R4
32	Q0	2687	361	10,03367	G14R4
32	Q0	2803	362	10,03367	G14R4
32	Q0	2805	363	10,03367	G14R4
32	Q0	2806	364	10,03367	G14R4
32	Q0	2994	365	10,03367	G14R4
32	Q0	3036	366	10,03367	G14R4
32	Q0	1707	367	10,030303	G14R4
32	Q0	1791	368	10,030303	G14R4
32	Q0	558	369	10,027972	G14R4
32	Q0	1802	370	10,027972	G14R4
32	Q0	1876	371	10,027972	G14R4
32	Q0	2206	372	10,027972	G14R4
32	Q0	2372	373	10,027972	G14R4
32	Q0	2507	374	10,027972	G14R4
32	Q0	2554	375	10,027972	G14R4
32	Q0	2081	376	10,0247934	G14R4
32	Q0	3098	377	10,0141682	G14R4
32	Q0	3046	378	10,0132827	G14R4
32	Q0	252	379	10,012261	G14R4
32	Q0	441	380	10,012261	G14R4
32	Q0	677	381	10,012261	G14R4
32	Q0	727	382	10,012261	G14R4
32	Q0	794	383	10,012261	G14R4
32	Q0	828	384	10,012261	G14R4
32	Q0	1015	385	10,012261	G14R4
32	Q0	1044	386	10,012261	G14R4
32	Q0	1134	387	10,012261	G14R4
32	Q0	1155	388	10,012261	G14R4
32	Q0	1181	389	10,012261	G14R4
32	Q0	1197	390	10,012261	G14R4
32	Q0	1234	391	10,012261	G14R4
32	Q0	1236	392	10,012261	G14R4
32	Q0	1274	393	10,012261	G14R4
32	Q0	1351	394	10,012261	G14R4
32	Q0	1352	395	10,012261	G14R4
32	Q0	1353	396	10,012261	G14R4
32	Q0	1387	397	10,012261	G14R4
32	Q0	1408	398	10,012261	G14R4
32	Q0	1425	399	10,012261	G14R4
32	Q0	1488	400	10,012261	G14R4
32	Q0	1602	401	10,012261	G14R4
32	Q0	1625	402	10,012261	G14R4
32	Q0	1645	403	10,012261	G14R4
32	Q0	1664	404	10,012261	G14R4
32	Q0	1703	405	10,012261	G14R4
32	Q0	1739	406	10,012261	G14R4
32	Q0	1803	407	10,012261	G14R4
32	Q0	1808	408	10,012261	G14R4
32	Q0	1873	409	10,012261	G14R4
32	Q0	1879	410	10,012261	G14R4
32	Q0	2050	411	10,012261	G14R4
32	Q0	2083	412	10,012261	G14R4
32	Q0	2233	413	10,012261	G14R4
32	Q0	2251	414	10,012261	G14R4
32	Q0	2258	415	10,012261	G14R4
32	Q0	2353	416	10,012261	G14R4
32	Q0	2395	417	10,012261	G14R4
32	Q0	2433	418	10,012261	G14R4
32	Q0	2497	419	10,012261	G14R4
32	Q0	2517	420	10,012261	G14R4
32	Q0	2523	421	10,012261	G14R4
32	Q0	2537	422	10,012261	G14R4
32	Q0	2556	423	10,012261	G14R4
32	Q0	2592	424	10,012261	G14R4
32	Q0	2597	425	10,012261	G14R4
32	Q0	2631	426	10,012261	G14R4
32	Q0	2633	427	10,012261	G14R4
32	Q0	2682	428	10,012261	G14R4
32	Q0	2688	429	10,012261	G14R4
32	Q0	2692	430	10,012261	G14R4
32	Q0	2699	431	10,012261	G14R4
32	Q0	2733	432	10,012261	G14R4
32	Q0	2737	433	10,012261	G14R4
32	Q0	2738	434	10,012261	G14R4
32	Q0	2851	435	10,012261	G14R4
32	Q0	2888	436	10,012261	G14R4
32	Q0	2913	437	10,012261	G14R4
32	Q0	2953	438	10,012261	G14R4
32	Q0	2981	439	10,012261	G14R4
32	Q0	2984	440	10,012261	G14R4
32	Q0	2989	441	10,012261	G14R4
32	Q0	2996	442	10,012261	G14R4
32	Q0	3001	443	10,012261	G14R4
32	Q0	3016	444	10,012261	G14R4
32	Q0	3030	445	10,012261	G14R4
32	Q0	3083	446	10,012261	G14R4
32	Q0	3111	447	10,012261	G14R4
32	Q0	3147	448	10,012261	G14R4
32	Q0	3158	449	10,012261	G14R4
32	Q0	2245	450	10,0120752	G14R4
32	Q0	2726	451	10,0120752	G14R4
32	Q0	3066	452	10,0120752	G14R4
32	Q0	82	453	10,0118069	G14R4
32	Q0	95	454	10,0118069	G14R4
32	Q0	96	455	10,0118069	G14R4
32	Q0	144	456	10,0118069	G14R4
32	Q0	202	457	10,0118069	G14R4
32	Q0	242	458	10,0118069	G14R4
32	Q0	405	459	10,0118069	G14R4
32	Q0	462	460	10,0118069	G14R4
32	Q0	497	461	10,0118069	G14R4
32	Q0	615	462	10,0118069	G14R4
32	Q0	661	463	10,0118069	G14R4
32	Q0	726	464	10,0118069	G14R4
32	Q0	799	465	10,0118069	G14R4
32	Q0	857	466	10,0118069	G14R4
32	Q0	867	467	10,0118069	G14R4
32	Q0	891	468	10,0118069	G14R4
32	Q0	894	469	10,0118069	G14R4
32	Q0	940	470	10,0118069	G14R4
32	Q0	949	471	10,0118069	G14R4
32	Q0	1006	472	10,0118069	G14R4
32	Q0	1013	473	10,0118069	G14R4
32	Q0	1029	474	10,0118069	G14R4
32	Q0	1030	475	10,0118069	G14R4
32	Q0	1047	476	10,0118069	G14R4
32	Q0	1048	477	10,0118069	G14R4
32	Q0	1067	478	10,0118069	G14R4
32	Q0	1072	479	10,0118069	G14R4
32	Q0	1073	480	10,0118069	G14R4
32	Q0	1098	481	10,0118069	G14R4
32	Q0	1109	482	10,0118069	G14R4
32	Q0	1112	483	10,0118069	G14R4
32	Q0	1115	484	10,0118069	G14R4
32	Q0	1117	485	10,0118069	G14R4
32	Q0	1143	486	10,0118069	G14R4
32	Q0	1148	487	10,0118069	G14R4
32	Q0	1159	488	10,0118069	G14R4
32	Q0	1169	489	10,0118069	G14R4
32	Q0	1171	490	10,0118069	G14R4
32	Q0	1184	491	10,0118069	G14R4
32	Q0	1196	492	10,0118069	G14R4
32	Q0	1211	493	10,0118069	G14R4
32	Q0	1231	494	10,0118069	G14R4
32	Q0	1257	495	10,0118069	G14R4
32	Q0	1271	496	10,0118069	G14R4
32	Q0	1272	497	10,0118069	G14R4
32	Q0	1280	498	10,0118069	G14R4
32	Q0	1307	499	10,0118069	G14R4
32	Q0	1324	500	10,0118069	G14R4
32	Q0	1326	501	10,0118069	G14R4
32	Q0	1331	502	10,0118069	G14R4
32	Q0	1344	503	10,0118069	G14R4
32	Q0	1354	504	10,0118069	G14R4
32	Q0	1386	505	10,0118069	G14R4
32	Q0	1401	506	10,0118069	G14R4
32	Q0	1416	507	10,0118069	G14R4
32	Q0	1440	508	10,0118069	G14R4
32	Q0	1543	509	10,0118069	G14R4
32	Q0	1549	510	10,0118069	G14R4
32	Q0	1568	511	10,0118069	G14R4
32	Q0	1569	512	10,0118069	G14R4
32	Q0	1586	513	10,0118069	G14R4
32	Q0	1592	514	10,0118069	G14R4
32	Q0	1612	515	10,0118069	G14R4
32	Q0	1621	516	10,0118069	G14R4
32	Q0	1623	517	10,0118069	G14R4
32	Q0	1644	518	10,0118069	G14R4
32	Q0	1653	519	10,0118069	G14R4
32	Q0	1667	520	10,0118069	G14R4
32	Q0	1673	521	10,0118069	G14R4
32	Q0	1674	522	10,0118069	G14R4
32	Q0	1692	523	10,0118069	G14R4
32	Q0	1700	524	10,0118069	G14R4
32	Q0	1712	525	10,0118069	G14R4
32	Q0	1713	526	10,0118069	G14R4
32	Q0	1726	527	10,0118069	G14R4
32	Q0	1729	528	10,0118069	G14R4
32	Q0	1735	529	10,0118069	G14R4
32	Q0	1748	530	10,0118069	G14R4
32	Q0	1754	531	10,0118069	G14R4
32	Q0	1785	532	10,0118069	G14R4
32	Q0	1809	533	10,0118069	G14R4
32	Q0	1811	534	10,0118069	G14R4
32	Q0	1816	535	10,0118069	G14R4
32	Q0	1817	536	10,0118069	G14R4
32	Q0	1834	537	10,0118069	G14R4
32	Q0	1846	538	10,0118069	G14R4
32	Q0	1863	539	10,0118069	G14R4
32	Q0	1868	540	10,0118069	G14R4
32	Q0	1886	541	10,0118069	G14R4
32	Q0	1893	542	10,0118069	G14R4
32	Q0	1901	543	10,0118069	G14R4
32	Q0	1923	544	10,0118069	G14R4
32	Q0	1929	545	10,0118069	G14R4
32	Q0	1930	546	10,0118069	G14R4
32	Q0	1933	547	10,0118069	G14R4
32	Q0	1936	548	10,0118069	G14R4
32	Q0	1942	549	10,0118069	G14R4
32	Q0	1973	550	10,0118069	G14R4
32	Q0	1975	551	10,0118069	G14R4
32	Q0	1997	552	10,0118069	G14R4
32	Q0	2008	553	10,0118069	G14R4
32	Q0	2014	554	10,0118069	G14R4
32	Q0	2019	555	10,0118069	G14R4
32	Q0	2021	556	10,0118069	G14R4
32	Q0	2032	557	10,0118069	G14R4
32	Q0	2051	558	10,0118069	G14R4
32	Q0	2053	559	10,0118069	G14R4
32	Q0	2056	560	10,0118069	G14R4
32	Q0	2062	561	10,0118069	G14R4
32	Q0	2065	562	10,0118069	G14R4
32	Q0	2091	563	10,0118069	G14R4
32	Q0	2094	564	10,0118069	G14R4
32	Q0	2105	565	10,0118069	G14R4
32	Q0	2113	566	10,0118069	G14R4
32	Q0	2127	567	10,0118069	G14R4
32	Q0	2137	568	10,0118069	G14R4
32	Q0	2142	569	10,0118069	G14R4
32	Q0	2174	570	10,0118069	G14R4
32	Q0	2176	571	10,0118069	G14R4
32	Q0	2192	572	10,0118069	G14R4
32	Q0	2196	573	10,0118069	G14R4
32	Q0	2210	574	10,0118069	G14R4
32	Q0	2223	575	10,0118069	G14R4
32	Q0	2227	576	10,0118069	G14R4
32	Q0	2262	577	10,0118069	G14R4
32	Q0	2267	578	10,0118069	G14R4
32	Q0	2274	579	10,0118069	G14R4
32	Q0	2285	580	10,0118069	G14R4
32	Q0	2287	581	10,0118069	G14R4
32	Q0	2300	582	10,0118069	G14R4
32	Q0	2307	583	10,0118069	G14R4
32	Q0	2314	584	10,0118069	G14R4
32	Q0	2318	585	10,0118069	G14R4
32	Q0	2369	586	10,0118069	G14R4
32	Q0	2400	587	10,0118069	G14R4
32	Q0	2434	588	10,0118069	G14R4
32	Q0	2453	589	10,0118069	G14R4
32	Q0	2454	590	10,0118069	G14R4
32	Q0	2468	591	10,0118069	G14R4
32	Q0	2469	592	10,0118069	G14R4
32	Q0	2482	593	10,0118069	G14R4
32	Q0	2501	594	10,0118069	G14R4
32	Q0	2520	595	10,0118069	G14R4
32	Q0	2522	596	10,0118069	G14R4
32	Q0	2544	597	10,0118069	G14R4
32	Q0	2559	598	10,0118069	G14R4
32	Q0	2610	599	10,0118069	G14R4
32	Q0	2623	600	10,0118069	G14R4
32	Q0	2642	601	10,0118069	G14R4
32	Q0	2656	602	10,0118069	G14R4
32	Q0	2685	603	10,0118069	G14R4
32	Q0	2721	604	10,0118069	G14R4
32	Q0	2727	605	10,0118069	G14R4
32	Q0	2742	606	10,0118069	G14R4
32	Q0	2753	607	10,0118069	G14R4
32	Q0	2766	608	10,0118069	G14R4
32	Q0	2772	609	10,0118069	G14R4
32	Q0	2794	610	10,0118069	G14R4
32	Q0	2809	611	10,0118069	G14R4
32	Q0	2819	612	10,0118069	G14R4
32	Q0	2827	613	10,0118069	G14R4
32	Q0	2835	614	10,0118069	G14R4
32	Q0	2836	615	10,0118069	G14R4
32	Q0	2837	616	10,0118069	G14R4
32	Q0	2846	617	10,0118069	G14R4
32	Q0	2865	618	10,0118069	G14R4
32	Q0	2880	619	10,0118069	G14R4
32	Q0	2896	620	10,0118069	G14R4
32	Q0	2903	621	10,0118069	G14R4
32	Q0	2906	622	10,0118069	G14R4
32	Q0	2927	623	10,0118069	G14R4
32	Q0	2932	624	10,0118069	G14R4
32	Q0	2966	625	10,0118069	G14R4
32	Q0	2968	626	10,0118069	G14R4
32	Q0	2985	627	10,0118069	G14R4
32	Q0	2987	628	10,0118069	G14R4
32	Q0	3005	629	10,0118069	G14R4
32	Q0	3017	630	10,0118069	G14R4
32	Q0	3032	631	10,0118069	G14R4
32	Q0	3037	632	10,0118069	G14R4
32	Q0	3045	633	10,0118069	G14R4
32	Q0	3053	634	10,0118069	G14R4
32	Q0	3054	635	10,0118069	G14R4
32	Q0	3068	636	10,0118069	G14R4
32	Q0	3073	637	10,0118069	G14R4
32	Q0	3082	638	10,0118069	G14R4
32	Q0	3084	639	10,0118069	G14R4
32	Q0	3087	640	10,0118069	G14R4
32	Q0	3089	641	10,0118069	G14R4
32	Q0	3101	642	10,0118069	G14R4
32	Q0	3102	643	10,0118069	G14R4
32	Q0	3104	644	10,0118069	G14R4
32	Q0	3108	645	10,0118069	G14R4
32	Q0	3132	646	10,0118069	G14R4
32	Q0	3171	647	10,0118069	G14R4
32	Q0	3175	648	10,0118069	G14R4
32	Q0	2582	649	10,0115502	G14R4
32	Q0	2924	650	10,0115502	G14R4
32	Q0	3014	651	10,0115502	G14R4
32	Q0	3107	652	10,0115502	G14R4
32	Q0	1525	653	10,0110689	G14R4
32	Q0	1593	654	10,0110689	G14R4
32	Q0	1725	655	10,0110689	G14R4
32	Q0	1786	656	10,0110689	G14R4
32	Q0	1871	657	10,0110689	G14R4
32	Q0	2018	658	10,0110689	G14R4
32	Q0	2268	659	10,0110689	G14R4
32	Q0	2543	660	10,0110689	G14R4
32	Q0	2808	661	10,0110689	G14R4
32	Q0	2970	662	10,0110689	G14R4
32	Q0	2972	663	10,0110689	G14R4
32	Q0	3134	664	10,0110689	G14R4
32	Q0	241	665	10,0106262	G14R4
32	Q0	533	666	10,0106262	G14R4
32	Q0	1111	667	10,0106262	G14R4
32	Q0	1147	668	10,0106262	G14R4
32	Q0	1402	669	10,0106262	G14R4
32	Q0	1491	670	10,0106262	G14R4
32	Q0	1587	671	10,0106262	G14R4
32	Q0	1807	672	10,0106262	G14R4
32	Q0	1976	673	10,0106262	G14R4
32	Q0	2033	674	10,0106262	G14R4
32	Q0	2049	675	10,0106262	G14R4
32	Q0	2109	676	10,0106262	G14R4
32	Q0	2145	677	10,0106262	G14R4
32	Q0	2228	678	10,0106262	G14R4
32	Q0	2229	679	10,0106262	G14R4
32	Q0	2266	680	10,0106262	G14R4
32	Q0	2569	681	10,0106262	G14R4
32	Q0	2650	682	10,0106262	G14R4
32	Q0	2664	683	10,0106262	G14R4
32	Q0	2683	684	10,0106262	G14R4
32	Q0	2749	685	10,0106262	G14R4
32	Q0	2751	686	10,0106262	G14R4
32	Q0	2847	687	10,0106262	G14R4
32	Q0	2931	688	10,0106262	G14R4
32	Q0	2991	689	10,0106262	G14R4
32	Q0	2203	690	10,0101202	G14R4
33	Q0	2993	1	31,14213	G14R4
33	Q0	1351	2	22,08211	G14R4
33	Q0	485	3	22,08097	G14R4
33	Q0	831	4	22,08097	G14R4
33	Q0	1579	5	22,08097	G14R4
33	Q0	1052	6	21,18519	G14R4
33	Q0	3112	7	21,06747	G14R4
33	Q0	2697	8	21,06577	G14R4
33	Q0	2544	9	21,06404	G14R4
33	Q0	1998	10	21,06399	G14R4
33	Q0	1977	11	21,05917	G14R4
33	Q0	2129	12	21,05842	G14R4
33	Q0	1905	13	21,05395	G14R4
33	Q0	3034	14	21,05395	G14R4
33	Q0	971	15	20,206895	G14R4
33	Q0	2957	16	20,198206	G14R4
33	Q0	2954	17	20,188374	G14R4
33	Q0	2233	18	20,134301	G14R4
33	Q0	615	19	20,115781	G14R4
33	Q0	2232	20	20,115781	G14R4
33	Q0	2903	21	20,115781	G14R4
33	Q0	531	22	20,112593	G14R4
33	Q0	3001	23	20,108563	G14R4
33	Q0	1143	24	20,0953846	G14R4
33	Q0	3066	25	20,0902154	G14R4
33	Q0	3086	26	20,0841561	G14R4
33	Q0	1946	27	20,0821077	G14R4
33	Q0	71	28	20,0809681	G14R4
33	Q0	1197	29	20,0809681	G14R4
33	Q0	1524	30	20,0809681	G14R4
33	Q0	1590	31	20,0809681	G14R4
33	Q0	2754	32	20,0786024	G14R4
33	Q0	2937	33	20,0704	G14R4
33	Q0	1899	34	20,0624472	G14R4
33	Q0	2226	35	20,0624472	G14R4
33	Q0	2806	36	20,0624472	G14R4
33	Q0	3132	37	20,0624472	G14R4
33	Q0	2807	38	20,0584176	G14R4
33	Q0	2695	39	20,0568935	G14R4
33	Q0	1660	40	11,08296	G14R4
33	Q0	1952	41	11,08296	G14R4
33	Q0	2887	42	11,08	G14R4
33	Q0	1796	43	11,06462	G14R4
33	Q0	73	44	11,05134	G14R4
33	Q0	130	45	11,05134	G14R4
33	Q0	327	46	11,05134	G14R4
33	Q0	339	47	11,05134	G14R4
33	Q0	354	48	11,05134	G14R4
33	Q0	368	49	11,05134	G14R4
33	Q0	389	50	11,05134	G14R4
33	Q0	443	51	11,05134	G14R4
33	Q0	553	52	11,05134	G14R4
33	Q0	625	53	11,05134	G14R4
33	Q0	778	54	11,05134	G14R4
33	Q0	1285	55	11,05134	G14R4
33	Q0	1286	56	11,05134	G14R4
33	Q0	1373	57	11,05134	G14R4
33	Q0	1450	58	11,05134	G14R4
33	Q0	1576	59	11,05134	G14R4
33	Q0	1577	60	11,05134	G14R4
33	Q0	1662	61	11,05134	G14R4
33	Q0	1968	62	11,05134	G14R4
33	Q0	2099	63	11,05134	G14R4
33	Q0	2335	64	11,05134	G14R4
33	Q0	2419	65	11,05134	G14R4
33	Q0	2775	66	11,05134	G14R4
33	Q0	3062	67	11,05134	G14R4
33	Q0	3146	68	11,05134	G14R4
33	Q0	822	69	11,04265	G14R4
33	Q0	1043	70	11,04265	G14R4
33	Q0	1325	71	11,04265	G14R4
33	Q0	1459	72	11,04265	G14R4
33	Q0	1818	73	11,04265	G14R4
33	Q0	1954	74	11,04265	G14R4
33	Q0	2043	75	11,04265	G14R4
33	Q0	3047	76	11,04265	G14R4
33	Q0	1719	77	11,0378	G14R4
33	Q0	1679	78	11,03616	G14R4
33	Q0	2266	79	11,03465	G14R4
33	Q0	2938	80	11,03465	G14R4
33	Q0	2838	81	11,03327	G14R4
33	Q0	3127	82	11,03327	G14R4
33	Q0	3151	83	11,03327	G14R4
